ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,OverallSVI,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,GeoLevel,Comparison,STATE_NAME,STATE_ABBR,COUNTY_FIPS,COUNTY_NAME
37,North Carolina,NC,37063,Durham County,37063002025,Census Tract 20.25; Durham County; North Carolina,2.348882405,6443,757,2683,237,2541,230,675,350,226,170,656,246,177,119,602,278,546,187,1733,539,595,215,346,232,170,108,4712,837,140,143,17,27,27,44,13,20,16,3,10.6,5.3,6.3,4.4,25.8,9.4,4.1,2.7,9.3,4.3,8.5,3.1,26.9,6,9.2,3.4,13.6,9,2.8,1.8,73.1,9.7,5.2,5.3,0.6,1,1.1,1.6,0.5,0.8,0.2,0,0.1889,0.6844,0.5604,0.2069,0.4599,2.1005,0.3648,0.111,0.8304,0.2271,0.8894,0.7413,2.7992,0.6747,0.8769,0.8769,0.8769,0.6298,0.2509,0.4423,0.0931,0.4762,1.8923,0.3234,7.6689,0.5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116,87,81,3125,798,688,239,648,241,0,19,0,19,251,194,0,19,3.4,3.1,48.5,8.3,10.7,4,10.1,3.7,0,0.7,0,0.7,3.9,2.8,0,0.7,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002026,Census Tract 20.26; Durham County; North Carolina,2.193980599,8827,2019,3403,399,3083,390,2948,1168,348,267,1264,385,770,330,2498,1033,522,205,2191,888,796,319,434,235,376,301,7566,2042,1081,277,43,73,370,322,189,140,25,4,34.4,11.6,6.6,4.6,41,11.4,13.5,5.7,28.3,7.1,5.9,2.8,24.8,5.6,9,2.9,14.1,7.4,4.6,3.5,85.7,12.3,31.8,7.2,1.3,2.1,12,9.4,6.1,4.6,0.3,0.1,0.7891,0.7053,0.8928,0.659,0.9822,4.0284,0.9163,0.0517,0.7323,0.2154,0.9053,0.8573,2.762,0.6528,0.9502,0.9502,0.9502,0.9095,0.3096,0.9856,0.6607,0.5427,3.4081,0.9156,11.1487,0.9227,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,5,3051,430,310,5316,1621,2074,1055,109,103,0,19,0,19,67,64,0,19,13.9,8.9,60.2,10.3,23.5,10,1.2,1.2,0,0.5,0,0.5,0.8,0.8,0,0.5,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002029,Census Tract 20.29; Durham County; North Carolina,2.256876229,4146,564,2145,353,2047,404,428,225,25,31,481,177,24,52,77,73,827,285,551,161,725,320,7,18,22,62,1478,790,1203,417,15,25,0,19,246,148,12,2,10.3,5.2,1.1,1.4,23.5,7.3,0.8,1.8,1.9,1.8,19.9,6.4,13.3,3.4,17.5,7.1,0.3,0.9,0.5,1.5,35.6,18.4,56.1,17.1,0.7,1.2,0,0.9,12,6.7,0.3,0,0.1776,0.1029,0.468,0.0389,0.0356,0.823,0.061,0.6616,0.1084,0.7335,0.0579,0.3625,1.9239,0.2079,0.5468,0.5468,0.5468,0.9762,0.2631,0,0.8807,0.5427,2.6627,0.6554,5.9564,0.2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3867,145,125,652,401,11,17,541,229,43,58,0,14,189,106,42,67,7.1,5.7,15.7,9.1,0.3,0.4,13,5.8,1,1.4,0,1,4.6,2.6,1,1.6,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002030,Census Tract 20.30; Durham County; North Carolina,5.2121353,4295,395,1860,192,1711,190,110,75,126,100,111,79,36,37,92,69,937,173,960,154,317,145,94,93,0,56,1180,507,56,94,0,14,0,19,95,106,9,3,2.6,1.7,5.6,4.4,6.5,4.6,1.1,1.1,2.1,1.6,21.8,3.6,22.4,2.9,7.4,3.2,5.5,5.4,0,1.4,27.5,11.5,3,5,0,2.3,0,1,5.6,6,0.2,0.1,0.0182,0.6288,0.0114,0.0532,0.0416,0.7532,0.0523,0.7402,0.5801,0.145,0.4938,0,1.9591,0.2238,0.4241,0.4241,0.4241,0.5526,0,0,0.6312,0.4762,1.66,0.2348,4.7964,0.1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867,58,51,372,278,47,77,522,315,19,32,0,14,212,152,8,13,3.4,2.9,8.7,6,1.1,1.8,12.2,7.1,0.4,0.8,0,1,4.9,3.5,0.2,0.3,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002031,Census Tract 20.31; Durham County; North Carolina,0.599036867,2292,602,1092,115,1069,124,413,248,108,72,335,154,96,113,209,218,116,76,368,272,160,123,31,36,194,212,1592,649,384,143,0,14,0,19,33,38,0,14,18.5,9.9,7.3,4.9,31.3,13.9,5.6,6.5,9.1,7.8,5.1,3.4,16.1,9.4,7,5.3,2.9,3.4,9.8,10.5,69.5,21.6,35.2,12.6,0,3.8,0,1.7,3.1,3.6,0,0.6,0.4116,0.7541,0.7266,0.2912,0.4444,2.6279,0.5432,0.04,0.199,0.1268,0.2495,0.9547,1.57,0.0958,0.8573,0.8573,0.8573,0.9228,0,0,0.4195,0,1.3423,0.145,6.3975,0.2989,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,6570,47,53,878,392,441,467,180,192,0,14,0,14,93,90,0,14,4.4,4.9,38.3,14,19.2,17.6,7.9,8.5,0,1.8,0,1.8,4.1,4.3,0,1.8,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002032,Census Tract 20.32; Durham County; North Carolina,0.5441988,2500,515,1437,163,1161,189,778,421,0,14,601,208,271,217,758,356,15,26,553,258,91,89,49,55,493,282,1885,552,611,195,0,14,111,80,99,79,5,1,31.2,15.6,0,2.4,51.8,15.8,17.4,12.3,30.4,11.5,0.6,1,22.1,8,3.6,3.7,4.2,4.7,21.6,11.6,75.4,15.7,42.5,12.7,0,2.9,9.5,5.5,8.5,6.3,0.2,0.1,0.7289,0,0.972,0.7968,0.9886,3.4863,0.8083,0.0091,0.5555,0.0235,0.3692,0.9958,1.9531,0.2207,0.8939,0.8939,0.8939,0.9478,0,0.9712,0.7804,0.4762,3.1756,0.8455,9.5089,0.7572,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1,0,1,0,0,2,5,1372,53,43,781,332,907,423,65,73,0,14,0,14,132,176,0,14,4.6,3.8,31.2,11.1,36.3,13.5,2.6,3,0,1.7,0,1.7,5.3,6.8,0,1.7,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002033,Census Tract 20.33; Durham County; North Carolina,2.847720784,4266,405,2100,230,1993,233,393,313,66,71,498,224,13,6,196,197,1274,290,807,241,410,154,110,115,29,70,913,642,457,182,0,14,0,19,129,109,17,4,9.2,7.3,3.4,3.5,25,10.9,0.4,0.2,4.6,4.6,29.9,6.9,18.9,4.9,9.6,3.6,5.5,5.7,0.7,1.7,21.4,14.9,21.8,8.3,0,2,0,0.9,6.5,5,0.4,0.1,0.1507,0.3742,0.5312,0.0189,0.1597,1.2347,0.1386,0.9264,0.344,0.2517,0.4938,0.4128,2.4287,0.4767,0.3214,0.3214,0.3214,0.8539,0,0,0.6842,0.5952,2.1333,0.4203,6.1181,0.2564,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2901,61,66,433,338,140,131,123,173,0,14,0,14,162,164,55,84,3.1,3.2,10.2,7.8,3.3,3.2,2.9,4,0,1,0,1,3.8,3.7,1.3,1.9,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002034,Census Tract 20.34; Durham County; North Carolina,3.974547888,6112,1092,3043,277,2790,329,667,369,266,247,930,319,375,354,636,428,838,271,1111,598,502,224,0,26,229,245,3270,1209,1176,288,0,19,54,81,45,56,0,19,10.9,5.7,6.6,5.6,33.3,10.7,7.9,6.8,10.4,6.1,13.7,5.2,18.2,7.8,8.2,3.9,0,0.9,4,4.2,53.5,17.3,38.6,8.8,0,1.4,1.9,2.7,1.6,2,0,0.3,0.198,0.7053,0.7652,0.409,0.5356,2.6131,0.5383,0.3293,0.298,0.1847,0,0.8255,1.6375,0.1128,0.7364,0.7364,0.7364,0.9379,0,0.5721,0.2435,0,1.7535,0.2673,6.7405,0.3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7531,212,172,1805,737,1007,750,353,231,0,19,0,19,105,108,0,19,7.6,6.2,29.5,9.9,16.5,10.9,5.8,3.9,0,0.7,0,0.7,1.7,1.8,0,0.7,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002035,Census Tract 20.35; Durham County; North Carolina,3.765197206,6561,992,3423,499,3229,556,289,201,79,65,595,238,76,70,558,313,819,314,1163,347,451,399,101,77,50,87,4027,1168,907,318,200,301,0,26,28,45,3,6,4.5,3,1.8,1.5,18.4,6.7,1.6,1.5,8.5,5,12.5,4.8,17.7,4.2,6.9,5.9,3.1,2.3,0.8,1.4,61.4,15.2,26.5,8.4,5.8,8.5,0,0.8,0.9,1.4,0,0.1,0.0428,0.1722,0.2855,0.077,0.3974,0.9749,0.0894,0.2647,0.2738,0.1219,0.2685,0.4415,1.3704,0.0545,0.8063,0.8063,0.8063,0.8834,0.4849,0,0.1477,0,1.516,0.1916,4.6676,0.0981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15326,422,384,2735,826,522,153,557,313,0,19,0,19,127,94,86,152,13.1,10.8,41.7,9.3,8,2.4,8.5,4.6,0,0.6,0,0.6,1.9,1.4,1.3,2.3,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002036,Census Tract 20.36; Durham County; North Carolina,2.610841801,3218,418,1952,89,1886,141,599,323,17,31,964,309,65,64,234,178,472,207,409,255,333,225,214,181,10,57,1919,518,1295,315,28,45,38,54,114,122,0,14,18.6,9.7,0.7,1.4,51.1,15.9,2.4,2.4,7.3,5.6,14.7,6.2,12.7,7.1,10.3,7.1,11.3,9.6,0.3,1.8,59.6,14.1,66.3,15.9,1.4,2.3,2,2.8,6,6.5,0,0.4,0.4135,0.0636,0.9674,0.1231,0.3149,1.8825,0.3064,0.3829,0.0982,0.2877,0.8224,0.2938,1.885,0.1874,0.7889,0.7889,0.7889,0.9864,0.3153,0.5858,0.6535,0,2.541,0.5964,7.0974,0.4144,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,9831,206,165,1386,513,0,14,312,299,0,14,0,14,221,180,0,14,10.9,8.6,43.1,12.5,0,1.3,9.7,8.9,0,1.3,0,1.3,6.9,5.7,0,1.3,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002037,Census Tract 20.37; Durham County; North Carolina,3.808429433,6192,794,3849,419,3298,412,642,383,59,62,1115,401,175,192,486,279,173,92,730,236,220,143,180,184,444,354,3872,983,2450,513,0,19,133,109,215,148,0,19,10.4,6,1.3,1.3,33.8,11.4,3.8,4,8,4.3,2.8,1.4,11.8,3.2,3.6,2.3,5.5,5.5,7.7,6.1,62.5,13.7,63.7,11.4,0,1.1,4,2.8,6.5,4.4,0,0.3,0.1814,0.1215,0.78,0.19,0.3668,1.6397,0.2345,0.0196,0.0819,0.0235,0.4938,0.9301,1.5489,0.0913,0.8131,0.8131,0.8131,0.9845,0,0.8039,0.6842,0,2.4726,0.5725,6.4743,0.3106,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,19820,195,231,1784,596,384,284,1552,618,0,19,0,19,152,174,0,19,5.9,6.8,28.8,9.1,6.2,4.4,25.1,9.7,0,0.7,0,0.7,2.5,2.8,0,0.7,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002038,Census Tract 20.38; Durham County; North Carolina,4.873475197,6399,866,3170,337,3069,400,531,494,167,95,429,206,503,359,442,324,890,158,690,340,439,227,298,294,75,89,3560,1115,758,355,0,19,81,85,0,19,0,19,8.3,7.6,3.7,2.1,14,6.5,9.1,6,6.9,4.9,13.9,2.9,10.8,4.6,6.9,3.4,9.8,9.5,1.2,1.4,55.6,15.7,23.9,10.9,0,1.3,2.6,2.7,0,1.4,0,0.3,0.1276,0.4139,0.1378,0.4649,0.2877,1.4319,0.1856,0.3403,0.0638,0.1219,0.7664,0.5298,1.8222,0.1632,0.7557,0.7557,0.7557,0.8656,0,0.6759,0,0,1.5415,0.1984,5.5513,0.1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11831,39,47,2513,785,226,149,392,277,53,71,0,19,376,227,0,19,1.3,1.6,39.3,9.2,3.5,2.4,6.1,4.3,0.8,1.1,0,0.7,5.9,3.6,0,0.7,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002100,Census Tract 21; Durham County; North Carolina,70.04501711,9548,777,3036,350,2777,383,1052,419,94,69,686,283,1064,223,179,105,2004,328,1150,188,943,344,53,80,130,113,3502,1070,0,26,321,142,21,38,24,40,3104,237,16.3,6.2,3.2,2.3,24.7,9.6,13.2,2.4,2.8,1.6,21,2.6,12,1.8,14.6,4.6,1.9,2.9,1.4,1.2,36.7,10.8,0,0.9,10.6,4.5,0.8,1.2,0.9,1.4,32.5,3.6,0.3502,0.3507,0.5203,0.6484,0.0727,1.9423,0.317,0.7107,0.0853,0.5602,0.1647,0.5702,2.0911,0.2881,0.5631,0.5631,0.5631,0,0.5818,0.3836,0.1477,0.986,2.0991,0.4048,6.6956,0.3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9846,415,149,2470,239,790,362,42,48,39,41,0,19,161,95,0,19,14.9,5,25.9,2.7,8.3,3.8,0.4,0.5,0.4,0.4,0,0.4,1.7,1,0,0.4,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002200,Census Tract 22; Durham County; North Carolina,0.593992058,2513,299,1896,211,1649,202,465,229,37,35,439,185,110,53,120,85,279,102,108,59,176,88,16,23,53,68,739,409,1542,223,0,14,31,40,106,63,129,13,18.5,8.8,1.9,1.8,26.6,10.7,5.4,2.5,4.8,3.4,11.1,4.2,4.3,2.2,7,3.7,1,1.4,2.2,2.8,29.4,15.9,81.4,7.5,0,2.2,1.9,2.1,6.4,3.8,5.1,0.8,0.4116,0.188,0.5933,0.2783,0.1688,1.64,0.2348,0.2047,0.0155,0.1268,0.0928,0.6862,1.126,0.0322,0.4547,0.4547,0.4547,0.9939,0,0.5721,0.6766,0.906,3.1486,0.8372,6.3693,0.2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,25508,121,109,226,111,123,79,105,57,0,14,0,14,254,170,31,35,7.3,6.5,9,4.6,4.9,3.1,4.2,2.3,0,1.7,0,1.7,10.1,6.3,1.2,1.4,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002300,Census Tract 23; Durham County; North Carolina,0.479529031,2228,272,1079,133,976,128,542,193,99,70,363,110,327,121,271,101,144,81,352,146,259,107,91,70,84,69,1580,300,527,91,0,14,11,10,136,74,388,30,29.7,9.6,8.9,6.2,37.2,10.2,19.3,6,14.7,4.9,6.5,3.4,15.8,5.5,14.1,4.6,9.3,7.1,4,3.2,70.9,10.3,48.8,5.9,0,3.9,1.1,0.9,13.9,6.9,17.4,2.5,0.6986,0.8381,0.8398,0.8516,0.7691,3.9972,0.9102,0.0661,0.185,0.5265,0.738,0.8255,2.3411,0.4264,0.8648,0.8648,0.8648,0.9633,0,0.4423,0.9133,0.963,3.2819,0.8807,10.485,0.8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,4124,103,68,977,199,349,225,147,76,7,15,0,14,95,64,5,8,10.6,6.8,43.9,7.5,15.7,9.2,6.6,3.5,0.3,0.7,0,1.9,4.3,2.8,0.2,0.4,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063980100,Census Tract 9801; Durham County; North Carolina,8.100277102,0,14,0,14,0,14,0,14,0,14,0,28,0,14,0,14,0,14,0,14,0,14,0,19,0,56,0,19,0,19,0,14,0,19,0,14,0,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27945,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,Census,State,North Carolina,NC,37063,Durham County
