OBJECTID,date_bldg_,bldg_condi,date_bld_2,bldg_id,bldg_sq_fo,bldg_statu,date_condi,time_condi,f_add1,harris_str,label_hous,no_of_unit,orig_bldg_,pre_dir1,date_qc_da,time_qc_da,qc_source,qc_userid,st_name1,st_type1,stories,suf_dir1,t_add1,x_coord,y_coord,year_built,Name
155,11/20/2007 0:00,NEEDS MINOR REPAIR,11/20/2007 0:00,868767,0,ACTIVE,2/27/2005 0:00,00:00.0,3240,1.61442E+12,3240,0,368759,W,11/20/2007 0:00,00:00.0, ,DT00255,ARTHINGTON,ST,4, ,3240,1154721.143,1896019.139,1969,244
156,4/1/1998 0:00, ,4/1/1998 0:00,303625,0,ACTIVE,,,0, ,0,0,303625, ,,, , , , ,0, ,0,1139327.233,1910899.338,0,16
157,4/1/1998 0:00,SOUND,4/1/1998 0:00,343046,2518,ACTIVE,3/1/2003 0:00,00:00.0,1419,1.70811E+12,1419,2,343046,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,1419,1166709.802,1904728.279,1869,292
158,4/1/1998 0:00, ,4/1/1998 0:00,368568,0,ACTIVE,,,0, ,0,0,368568, ,,, , , , ,0, ,0,1161663.366,1896220.338,0,260/275
161,4/1/1998 0:00, ,4/1/1998 0:00,363151,0,ACTIVE,,,0, ,0,0,363151, ,,, , , , ,0, ,0,1144667.082,1898117.304,0,57
162,4/1/1998 0:00, ,4/1/1998 0:00,363131,0,ACTIVE,,,0, ,0,0,363131, ,,, , , , ,0, ,0,1144818.424,1898123.146,0,57
163,4/1/1998 0:00, ,4/1/1998 0:00,319417,0,ACTIVE,,,0, ,0,0,319417, ,,, , , , ,0, ,0,1152237.619,1908601.906,0,306
164,4/1/1998 0:00,SOUND,4/1/1998 0:00,299617,2146,ACTIVE,3/1/2003 0:00,00:00.0,1753,1.33331E+12,1753,2,299617,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LINDER,AVE,2, ,1753,1139537.508,1911322.18,1927,16
165,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,405463,1530,ACTIVE,12/1/2001 0:00,00:00.0,2824,1.62742E+12,2824,1,405463,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOLIN,AVE,2, ,2824,1147732.002,1884754.68,1904,49
166,4/1/1998 0:00, ,4/1/1998 0:00,305316,0,ACTIVE,,,0, ,0,0,305316, ,,, , , , ,0, ,0,1139288.614,1910711.399,0,16
167,4/1/1998 0:00,SOUND,4/1/1998 0:00,369111,1746,ACTIVE,11/1/2002 0:00,00:00.0,3427,1.61441E+12,3427,1,369111,W,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,POLK,ST,3, ,3427,1153527.051,1896035.14,0,244
169,4/1/1998 0:00,SOUND,4/1/1998 0:00,398118,1440,ACTIVE,11/1/2002 0:00,00:00.0,2622,1.62641E+12,2622,2,398118,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,2, ,2622,1155057.206,1886292.523,1897,157
170,4/1/1998 0:00,SOUND,4/1/1998 0:00,304141,1541,ACTIVE,10/1/2001 0:00,00:00.0,1612,1.43143E+12,1612,1,304141,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HONORE,ST,1, ,1612,1163696.463,1910846.461,1892,324
171,4/1/1998 0:00,SOUND,4/1/1998 0:00,315599,1008,ACTIVE,10/1/2001 0:00,00:00.0,3402,1.60221E+12,3402,1,315599,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,2, ,3402,1153367.694,1909180.149,1904,306
172,4/1/1998 0:00,NEEDS MAJOR REPAIR,4/1/1998 0:00,342454,710,ACTIVE,3/1/2003 0:00,00:00.0,1426,1.70811E+12,1426,2,342454,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,1, ,1426,1166631.302,1904854.106,1884,292
173,4/1/1998 0:00, ,4/1/1998 0:00,317531,0,ACTIVE,,,0, ,0,0,317531, ,,, , , , ,0, ,0,1152664.977,1908901.338,0,306
175,8/20/2007 0:00, ,8/20/2007 0:00,860613,0,ACTIVE,,,3518, ,3518,0,317883,W,8/20/2007 0:00,00:00.0, ,DS06183,EVERGREEN,AVE,0, ,3518,1152537.643,1908821.739,0,306
176,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,304266,2150,ACTIVE,10/1/2001 0:00,00:00.0,1613,1.43143E+12,1613,4,304266,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WINCHESTER,AVE,3, ,1613,1163164.109,1910832.838,1889,324
178,4/1/1998 0:00,SOUND,4/1/1998 0:00,340718,4284,ACTIVE,3/1/2003 0:00,00:00.0,1408,1.7081E+12,1408,4,340718,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SUPERIOR,ST,4, ,1408,1166796.525,1905198.396,1891,292
179,4/1/1998 0:00, ,4/1/1998 0:00,399596,0,ACTIVE,,,0, ,0,0,399596, ,,, , , , ,0, ,0,1154611.114,1885953.742,0,157
180,4/1/1998 0:00, ,4/1/1998 0:00,405032,0,ACTIVE,,,0, ,0,0,405032, ,,, , , , ,0, ,0,1147664.646,1884828.399,0,49
182,4/1/1998 0:00,SOUND,4/1/1998 0:00,335546,26300,ACTIVE,10/1/2001 0:00,00:00.0,854,1.60243E+12,854,0,335546,N,,, , ,KEDZIE,AVE,2, ,900,1154768.413,1905885.683,1945,281
184,6/28/2006 0:00,SOUND,6/28/2006 0:00,833585,0,ACTIVE,2/27/2005 0:00,00:00.0,3859,1.61441E+12,3859,1,833585,W,6/28/2006 0:00,00:00.0, ,DT00255,FLOURNOY,ST,2, ,3859,1154531.343,1896775.439,1997,244
186,4/1/1998 0:00, ,4/1/1998 0:00,398112,0,ACTIVE,,,0, ,0,0,398112, ,,, , , , ,0, ,0,1154309.612,1886295.399,0,157
189,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,405480,2594,ACTIVE,12/1/2001 0:00,00:00.0,2823,1.62742E+12,2823,2,405480,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,2, ,2823,1147603.102,1884751.961,1927,49
190,4/1/1998 0:00, ,4/1/1998 0:00,400103,0,ACTIVE,,,0, ,0,0,400103, ,,, , , , ,0, ,0,1154652.226,1885828.865,0,157
191,4/1/1998 0:00,SOUND,4/1/1998 0:00,409143,1722,ACTIVE,12/1/2001 0:00,00:00.0,3031,1.62742E+12,3031,2,409143,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,2, ,3031,1147611.864,1884010.242,1911,49
192,4/1/1998 0:00, ,4/1/1998 0:00,319503,0,ACTIVE,,,0, ,0,0,319503, ,,, , , , ,0, ,0,1153269.684,1908585.338,0,306
193,11/13/2006 0:00,SOUND,11/13/2006 0:00,836572,0,ACTIVE,11/13/2006 0:00,00:00.0,1509, ,1509,0,836572,S,11/13/2006 0:00,00:00.0, ,DT00211,HALSTED,ST,0, ,1509,1171359.143,1892735.139,2005,153
194,4/1/1998 0:00,SOUND,4/1/1998 0:00,370580,1200,ACTIVE,10/1/2001 0:00,00:00.0,2243,1.71833E+12,2243,1,370580,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,TAYLOR,ST,2, ,2243,1161398.712,1895467.047,1889,260/275
195,4/1/1998 0:00,NEEDS MAJOR REPAIR,4/1/1998 0:00,316592,704,ACTIVE,10/1/2001 0:00,00:00.0,3427,1.60222E+12,3427,1,316592,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,2, ,3427,1153121.143,1909024.976,1904,306
196,4/1/1998 0:00, ,4/1/1998 0:00,405477,0,ACTIVE,,,0, ,0,0,405477, ,,, , , , ,0, ,0,1147668.502,1884753.399,0,49
197,4/1/1998 0:00, ,4/1/1998 0:00,319369,0,ACTIVE,,,0, ,0,0,319369, ,,, , , , ,0, ,0,1152289.576,1908606.461,0,306
198,4/1/1998 0:00,SOUND,4/1/1998 0:00,298716,2311,ACTIVE,10/1/2001 0:00,00:00.0,1924,1.43142E+12,1924,1,298716,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WABANSIA,AVE,2, ,1924,1163145.639,1911408.047,1994,324
199,4/1/1998 0:00,NEEDS MAJOR REPAIR,4/1/1998 0:00,348580,2698,ACTIVE,12/1/2001 0:00,00:00.0,5831,1.60821E+12,5831,2,348580,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ERIE,ST,3, ,5831,1137285.433,1903622.143,1904,268
201,4/1/1998 0:00,SOUND,4/1/1998 0:00,346218,1666,ACTIVE,12/1/2001 0:00,00:00.0,5742,1.60821E+12,5742,1,346218,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5742,1137745.867,1904139.909,1899,268
202,4/1/1998 0:00, ,4/1/1998 0:00,403429,0,ACTIVE,,,0, ,0,0,403429, ,,, , , , ,0, ,0,1147466.471,1885148.023,0,49
203,4/1/1998 0:00, ,4/1/1998 0:00,375414,0,ACTIVE,,,1524, ,1524,0,375414,S,,, , ,PEORIA,ST,8, ,1534,1170582.948,1892603.276,1949,153
204,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,342189,1582,ACTIVE,3/1/2003 0:00,00:00.0,1364,1.7081E+12,1364,2,342189,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,1364,1167024.41,1904885.48,1891,292
205,9/9/2005 0:00,SOUND,9/9/2005 0:00,826297,0,ACTIVE,9/9/2005 0:00,00:00.0,1500, ,1500,0,826297,S,9/9/2005 0:00,00:00.0, ,DT00211,PEORIA,ST,0, ,1500,1170653.243,1892895.639,2004,153
206,8/10/2007 0:00,SOUND,8/10/2007 0:00,859210,0,ACTIVE,8/10/2007 0:00,00:00.0,3328, ,3328,0,859210,W,8/10/2007 0:00,00:00.0, ,DS06182,POLK,ST,0, ,3328,1154170.543,1896255.539,2006,244
207,4/1/1998 0:00, ,4/1/1998 0:00,406380,0,ACTIVE,,,0, ,0,0,406380, ,,, , , , ,0, ,0,1147714.189,1884602.838,0,49
208,4/1/1998 0:00,SOUND,4/1/1998 0:00,404547,500,ACTIVE,12/1/2001 0:00,00:00.0,2804,1.62731E+12,2804,1,404547,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,1, ,2804,1147397.406,1884910.551,1894,49
209,4/1/1998 0:00,SOUND,4/1/1998 0:00,369644,0,ACTIVE,2/27/2005 0:00,00:00.0,911,1.71832E+12,911,2,369644,S,,, , ,BELL,AVE,2, ,911,1161601.378,1895880.243,1884,260/275
210,4/1/1998 0:00,SOUND,4/1/1998 0:00,299980,2400,ACTIVE,10/1/2001 0:00,00:00.0,1905,1.43143E+12,1905,1,299980,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WABANSIA,AVE,2, ,1905,1163328.058,1911260.609,1892,324
212,4/1/1998 0:00, ,4/1/1998 0:00,347579,0,ACTIVE,,,0, ,0,0,347579, ,,, , , , ,0, ,0,1137666.502,1903862.68,0,268
214,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,398375,2050,ACTIVE,11/1/2002 0:00,00:00.0,2628,1.62641E+12,2628,1,398375,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,2, ,2628,1154995.613,1886218.585,1909,157
215,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,406477,1474,ACTIVE,12/1/2001 0:00,00:00.0,2841,1.62742E+12,2841,1,406477,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOLIN,AVE,1, ,2841,1147954.248,1884584.523,1899,49
216,4/1/1998 0:00,SOUND,4/1/1998 0:00,301547,2234,ACTIVE,3/1/2003 0:00,00:00.0,1731,1.33331E+12,1731,3,301547,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1731,1139219.522,1911104.304,1927,16
217,4/1/1998 0:00,SOUND,4/1/1998 0:00,299747,2146,ACTIVE,3/1/2003 0:00,00:00.0,1753,1.33331E+12,1753,2,299747,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,CENTRAL,AVE,2, ,1753,1138871.907,1911306.523,1926,16
220,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,347840,2040,ACTIVE,12/1/2001 0:00,00:00.0,5826,1.60821E+12,5826,1,347840,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ERIE,ST,2, ,5826,1137318.183,1903798.902,1889,268
221,4/1/1998 0:00, ,4/1/1998 0:00,317544,0,ACTIVE,,,0, ,0,0,317544, ,,, , , , ,0, ,0,1152567.868,1908899.495,0,306
222,4/1/1998 0:00, ,4/1/1998 0:00,297514,0,ACTIVE,,,0, ,0,0,297514, ,,, , , , ,0, ,0,1139590.36,1911571.714,0,16
224,4/1/1998 0:00,SOUND,4/1/1998 0:00,369112,1746,ACTIVE,11/1/2002 0:00,00:00.0,3425,1.61441E+12,3425,1,369112,W,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,POLK,ST,3, ,3425,1153550.976,1896035.578,0,244
225,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,346950,2370,ACTIVE,12/1/2001 0:00,00:00.0,5749,1.60821E+12,5749,2,346950,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5749,1137674.617,1903974.06,1911,268
226,4/1/1998 0:00,SOUND,4/1/1998 0:00,301622,2142,ACTIVE,10/1/2001 0:00,00:00.0,1639,1.43143E+12,1639,3,301622,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WINCHESTER,AVE,2, ,1639,1163160.23,1911097.399,1892,324
227,4/1/1998 0:00,SOUND,4/1/1998 0:00,299469,2146,ACTIVE,3/1/2003 0:00,00:00.0,1754,1.33331E+12,1754,2,299469,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1754,1139036.005,1911340.085,1926,16
228,4/1/1998 0:00,SOUND,4/1/1998 0:00,342241,2835,ACTIVE,10/1/2001 0:00,00:00.0,736,1.61121E+12,736,3,342241,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,1, ,736,1154497.114,1904898.399,1899,281
230,4/1/1998 0:00, ,4/1/1998 0:00,317191,0,ACTIVE,,,0, ,0,0,317191, ,,, , , , ,0, ,0,1152897.046,1908947.118,0,306
231,9/29/2005 0:00, ,9/29/2005 0:00,826588,0,ACTIVE,,,1422, ,1422,0,813185,S,9/29/2005 0:00,00:00.0, ,DT00211,HALSTED,ST,0, ,1422,1171187.243,1893348.539,0,153
232,4/1/1998 0:00, ,4/1/1998 0:00,366361,0,ACTIVE,,,0, ,0,0,366361, ,,, , , , ,0, ,0,1154283.867,1896955.399,0,244
233,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,347831,1614,ACTIVE,12/1/2001 0:00,00:00.0,5750,1.60821E+12,5750,1,347831,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ERIE,ST,2, ,5750,1137668.595,1903799.868,1904,268
236,4/1/1998 0:00, ,4/1/1998 0:00,369138,0,ACTIVE,,,0, ,0,0,369138, ,,, , , , ,0, ,0,1161332.861,1896034.585,0,260/275
237,4/1/1998 0:00,SOUND,4/1/1998 0:00,368789,1652,ACTIVE,10/1/2001 0:00,00:00.0,823,1.71832E+12,823,1,368789,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,OAKLEY,BLVD,2, ,823,1161260.102,1896133.461,1884,260/275
238,4/1/1998 0:00, ,4/1/1998 0:00,409121,0,ACTIVE,,,0, ,0,0,409121, ,,, , , , ,0, ,0,1147401.536,1884013.961,0,49
239,4/1/1998 0:00,SOUND,4/1/1998 0:00,369577,2806,ACTIVE,10/1/2001 0:00,00:00.0,906,1.71832E+12,906,3,369577,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,OAKLEY,BLVD,2, ,906,1161112.997,1895901.461,1901,260/275
240,4/1/1998 0:00,SOUND,4/1/1998 0:00,348517,1566,ACTIVE,12/1/2001 0:00,00:00.0,5739,1.60821E+12,5739,1,348517,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ERIE,ST,2, ,5739,1137801.732,1903644.847,1908,268
241,4/1/1998 0:00, ,4/1/1998 0:00,398262,0,ACTIVE,,,0, ,0,0,398262, ,,, , , , ,0, ,0,1154310.081,1886246.399,0,157
243,4/1/1998 0:00, ,4/1/1998 0:00,347557,0,ACTIVE,,,0, ,0,0,347557, ,,, , , , ,0, ,0,1137934.864,1903866.804,0,268
244,4/1/1998 0:00, ,4/1/1998 0:00,363147,0,ACTIVE,,,0, ,0,0,363147, ,,, , , , ,0, ,0,1144697.582,1898119.085,0,57
247,4/1/1998 0:00,SOUND,4/1/1998 0:00,297116,2146,ACTIVE,3/1/2003 0:00,00:00.0,1816,1.3333E+12,1816,2,297116,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LINDER,AVE,2, ,1816,1139350.992,1911622.461,1927,16
248,4/1/1998 0:00, ,4/1/1998 0:00,405055,0,ACTIVE,,,0, ,0,0,405055, ,,, , , , ,0, ,0,1147402.255,1884825.118,0,49
249,4/1/1998 0:00,SOUND,4/1/1998 0:00,346858,2398,ACTIVE,12/1/2001 0:00,00:00.0,5739,1.60821E+12,5739,1,346858,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5739,1137789.181,1903986.211,1913,268
250,4/1/1998 0:00, ,4/1/1998 0:00,368851,0,ACTIVE,,,0, ,0,0,368851, ,,, , , , ,0, ,0,1161410.614,1896117.501,0,260/275
251,4/1/1998 0:00,SOUND,4/1/1998 0:00,318728,2800,ACTIVE,10/1/2001 0:00,00:00.0,3507,1.60222E+12,3507,3,318728,W,,, , ,EVERGREEN,AVE,2, ,3507,1152679.991,1908682.76,1924,306
254,4/1/1998 0:00, ,4/1/1998 0:00,408472,0,ACTIVE,,,0, ,0,0,408472, ,,, , , , ,0, ,0,1147398.365,1884130.899,0,49
255,4/1/1998 0:00, ,4/1/1998 0:00,410041,0,ACTIVE,,,0, ,0,0,410041, ,,, , , , ,0, ,0,1147702.364,1883819.18,0,49
256,4/1/1998 0:00, ,4/1/1998 0:00,369779,0,ACTIVE,,,0, ,0,0,369779, ,,, , , , ,0, ,0,1161669.258,1895837.838,0,260/275
257,4/1/1998 0:00, ,4/1/1998 0:00,348861,0,ACTIVE,,,0, ,0,0,348861, ,,, , , , ,0, ,0,1137898.549,1903578.18,0,268
258,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,341928,2160,ACTIVE,3/1/2003 0:00,00:00.0,713,1.7081E+12,713,1,341928,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,NOBLE,ST,2, ,713,1166990.829,1904974.085,1889,292
259,4/1/1998 0:00,SOUND,4/1/1998 0:00,315635,1008,ACTIVE,10/1/2001 0:00,00:00.0,3434,1.60221E+12,3434,1,315635,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,2, ,3434,1153031.492,1909174.211,1904,306
260,4/1/1998 0:00,SOUND,4/1/1998 0:00,369057,1708,ACTIVE,11/1/2002 0:00,00:00.0,803,1.61441E+12,803,1,369057,S,,, , ,ST LOUIS,AVE,3, ,803,1153287.406,1896047.01,1995,244
262,4/1/1998 0:00, ,4/1/1998 0:00,369829,0,ACTIVE,,,0, ,0,0,369829, ,,, , , , ,0, ,0,1161050.117,1895824.557,0,260/275
264,4/1/1998 0:00,SOUND,4/1/1998 0:00,368985,2295,ACTIVE,11/1/2002 0:00,00:00.0,3301,1.61441E+12,3301,1,368985,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,POLK,ST,3, ,3301,1154453.436,1896060.196,1997,244
267,4/1/1998 0:00,SOUND,4/1/1998 0:00,319813,2476,ACTIVE,10/1/2001 0:00,00:00.0,3426,1.60222E+12,3426,2,319813,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,POTOMAC,AVE,2, ,3426,1153138.646,1908515.896,1915,306
268,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,339607,1500,ACTIVE,3/1/2003 0:00,00:00.0,1363,1.7081E+12,1363,2,339607,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,CHICAGO,AVE,3, ,1363,1167057.126,1905386.85,1889,292
269,4/1/1998 0:00, ,4/1/1998 0:00,343250,0,ACTIVE,,,0, ,0,0,343250, ,,, , , , ,0, ,0,1154438.114,1904702.838,0,281
270,4/1/1998 0:00,SOUND,4/1/1998 0:00,366898,2536,ACTIVE,11/1/2002 0:00,00:00.0,3333,1.61441E+12,3333,2,366898,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,FLOURNOY,ST,2, ,3333,1154108.823,1896757.643,1909,244
271,4/1/1998 0:00, ,4/1/1998 0:00,301353,0,ACTIVE,,,0, ,0,0,301353, ,,, , , , ,0, ,0,1163236.221,1911122.242,0,324
272,4/1/1998 0:00,SOUND,4/1/1998 0:00,368541,1636,ACTIVE,11/1/2002 0:00,00:00.0,3440,1.61441E+12,3440,1,368541,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,POLK,ST,3, ,3440,1153402.008,1896232.995,1995,244
273,4/1/1998 0:00,SOUND,4/1/1998 0:00,348481,1638,ACTIVE,12/1/2001 0:00,00:00.0,5719,1.60821E+12,5719,1,348481,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ERIE,ST,2, ,5719,1138001.604,1903652.285,1902,268
274,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,368413,2364,ACTIVE,11/1/2002 0:00,00:00.0,3316,1.61441E+12,3316,2,368413,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,POLK,ST,2, ,3316,1154282.855,1896254.43,1917,244
275,4/1/1998 0:00,NEEDS MAJOR REPAIR,4/1/1998 0:00,373256,924,ACTIVE,10/1/2001 0:00,00:00.0,1307,1.72011E+12,1307,1,373256,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ASHLAND,AVE,1, ,1307,1166013.425,1894041.742,1889,55
277,4/1/1998 0:00, ,4/1/1998 0:00,813180,0,ACTIVE,,,802, ,802,0,813180,W,,, , ,UNIVERSITY,LN,0, ,802,1171176.318,1893670.649,0,153
280,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,317436,0,ACTIVE,10/1/2001 0:00,00:00.0,1340,1.60222E+12,1340,2,317436,N,,, , ,HOMAN,AVE,2, ,1340,1153401.205,1908878.804,1909,306
281,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,362936,2478,ACTIVE,12/1/2001 0:00,00:00.0,4701,1.61511E+12,4701,2,362936,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,JACKSON,BLVD,2, ,4701,1145059.686,1898189.745,1915,57
282,4/1/1998 0:00,SOUND,4/1/1998 0:00,317896,664,ACTIVE,10/1/2001 0:00,00:00.0,3504,1.60222E+12,3504,1,317896,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,EVERGREEN,AVE,1, ,3504,1152687.71,1908832.415,1904,306
283,4/1/1998 0:00,SOUND,4/1/1998 0:00,341404,3024,ACTIVE,3/1/2003 0:00,00:00.0,1423,1.70811E+12,1423,3,341404,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SUPERIOR,ST,2, ,1423,1166650.163,1905047.767,1889,292
284,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,346143,2656,ACTIVE,12/1/2001 0:00,00:00.0,5746,1.60821E+12,5746,2,346143,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5746,1137705.353,1904145.958,1909,268
285,4/1/1998 0:00, ,4/1/1998 0:00,301444,0,ACTIVE,,,1639, ,1639,0,301444,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HONORE,ST,0, ,1639,1163830.612,1911116.338,0,324
286,4/1/1998 0:00,SOUND,4/1/1998 0:00,369224,1328,ACTIVE,10/1/2001 0:00,00:00.0,835,1.71832E+12,835,3,369224,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,OAKLEY,BLVD,2, ,835,1161307.597,1896008.365,1879,260/275
287,4/1/1998 0:00,SOUND,4/1/1998 0:00,399183,5832,ACTIVE,11/1/2002 0:00,00:00.0,2646,1.62641E+12,2646,6,399183,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,3, ,2646,1155053.999,1886039.764,1997,157
289,4/1/1998 0:00, ,4/1/1998 0:00,405287,0,ACTIVE,,,0, ,0,0,405287, ,,, , , , ,0, ,0,1147998.112,1884783.304,0,49
290,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,346197,1901,ACTIVE,12/1/2001 0:00,00:00.0,5748,1.60821E+12,5748,1,346197,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5748,1137665.761,1904141.841,1899,268
292,4/1/1998 0:00,SOUND,4/1/1998 0:00,300293,2146,ACTIVE,3/1/2003 0:00,00:00.0,1747,1.33331E+12,1747,2,300293,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,CENTRAL,AVE,2, ,1747,1138876.772,1911246.523,1926,16
293,4/1/1998 0:00, ,4/1/1998 0:00,304478,0,ACTIVE,,,0, ,0,0,304478, ,,, , , , ,0, ,0,1163237.617,1910809.618,0,324
294,4/1/1998 0:00,SOUND,4/1/1998 0:00,368383,1674,ACTIVE,11/1/2002 0:00,00:00.0,3438,1.61441E+12,3438,2,368383,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,POLK,ST,3, ,3438,1153392.128,1896279.017,1995,244
295,4/1/1998 0:00,SOUND,4/1/1998 0:00,316574,907,ACTIVE,10/1/2001 0:00,00:00.0,3415,1.60222E+12,3415,1,316574,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,2, ,3415,1153245.645,1909026.319,1889,306
296,4/1/1998 0:00,SOUND,4/1/1998 0:00,315788,594,ACTIVE,10/1/2001 0:00,00:00.0,3454,1.60221E+12,3454,2,315788,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,2, ,3454,1152815.874,1909163.572,1904,306
297,4/1/1998 0:00, ,4/1/1998 0:00,398961,0,ACTIVE,,,0, ,0,0,398961, ,,, , , , ,0, ,0,1154322.646,1886095.242,0,157
298,4/1/1998 0:00, ,4/1/1998 0:00,362265,0,ACTIVE,,,0, ,0,0,362265, ,,, , , , ,0, ,0,1144061.833,1898417.776,0,57
300,4/1/1998 0:00, ,4/1/1998 0:00,303688,0,ACTIVE,,,0, ,0,0,303688, ,,, , , , ,0, ,0,1163621.114,1910892.961,0,324
301,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,366871,4963,ACTIVE,11/1/2002 0:00,00:00.0,3309,1.61441E+12,3309,4,366871,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,FLOURNOY,ST,3, ,3309,1154356.66,1896762.48,1925,244
302,4/1/1998 0:00,SOUND,4/1/1998 0:00,316547,880,ACTIVE,10/1/2001 0:00,00:00.0,3413,1.60222E+12,3413,1,316547,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,1, ,3413,1153270.695,1909028.875,1894,306
303,4/1/1998 0:00,SOUND,4/1/1998 0:00,304500,2280,ACTIVE,3/1/2003 0:00,00:00.0,1700,1.33331E+12,1700,3,304500,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LINDER,AVE,2, ,1700,1139388.249,1910806.742,1927,16
