,Segment,PermitIssueDate,PermitType
586,324,,Reno_Alt_add
587,16,,Reno_Alt_add
588,55,,Reno_Alt_add
589,55,,Reno_Alt_add
590,57,,Reno_Alt_add
591,157,,Reno_Alt_add
592,260/275,,Reno_Alt_add
593,57,,Reno_Alt_add
594,260/275,,Reno_Alt_add
595,324,,Reno_Alt_add
596,57,,Reno_Alt_add
597,292,,Reno_Alt_add
598,260/275,,Reno_Alt_add
599,292,,Reno_Alt_add
600,244,,Reno_Alt_add
601,292,,Reno_Alt_add
602,292,,Reno_Alt_add
603,157,,Reno_Alt_add
604,55,,Reno_Alt_add
605,55,,Reno_Alt_add
606,55,,Reno_Alt_add
607,292,,Reno_Alt_add
608,268,,Reno_Alt_add
609,324,,Reno_Alt_add
610,292,,Reno_Alt_add
611,128,,Reno_Alt_add
612,324,,Reno_Alt_add
613,281,,Reno_Alt_add
614,49,,Reno_Alt_add
615,16,,Reno_Alt_add
616,324,,Reno_Alt_add
617,292,,Reno_Alt_add
618,57,,Reno_Alt_add
619,292,,Reno_Alt_add
620,16,,Reno_Alt_add
621,268,,Reno_Alt_add
622,292,,Reno_Alt_add
623,292,,Reno_Alt_add
624,324,,Reno_Alt_add
625,324,,Reno_Alt_add
626,324,,Reno_Alt_add
627,292,,Reno_Alt_add
628,49,,Reno_Alt_add
629,244,,Reno_Alt_add
630,268,,Reno_Alt_add
