Tree Name,Previous Name (HTHC),Date,Extra Sheet collection complete,Street Segment,Tree Number,Genus,Species,Species ID Code,Tree tag present,Tree tag year,Tree tag number,ID Notes,Double-Check ID,Multi-stemmed,DBH (in),Height measured (DBH),DBH 2 (in),DBH 3 (in),DBH 4 (in),DBH 5 (in),Land Use Type,Site type,Ground Cover,Street,Sidewalk,Powerline,Mulch,Mulch volcano,Pruned,Mowing,Protection at base,Stake,Cement fence at base,Compaction Not Possible,Compaction Collection Date,Compaction 1,Compaction 2,Compaction 3,Compaction 4,Compaction 5,Compaction 6,Removed
57-ACSA-005,57-ACUN-005,7/19/2022,TRUE,57,005,Acer,saccharum,ACSA,FALSE,,,Bark makes me think sugar maple but the leaf feels like the loves are too substantial ,TRUE,FALSE,10.6,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,2,1.5,2.1,1.75,2.5,1.6,FALSE
57-FRPE-006,57-FRUN-006,7/19/2022,TRUE,57,006,Fraxinus,pennsylvanica,FRPE,TRUE,7/8/1905,1/26/1970,Looks like green ash,FALSE,FALSE,14,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.75,3,2.75,2.6,4.5,3.5,FALSE
57-FRUN-007,,7/19/2022,TRUE,57,007,Fraxinus,unknown,FRUN,TRUE,7/8/1905,1/27/1970,"Same species as previous, has 2013 tag too but hard to read",TRUE,FALSE,13.2,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.8,3.6,2.8,2.6,3.6,3.5,FALSE
57-FRUN-008,,7/19/2022,TRUE,57,008,Fraxinus,unknown,FRUN,TRUE,7/8/1905,1/28/1970,Same as previous ,TRUE,FALSE,12.4,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,7/19/2022,1.6,1.5,1.6,1.6,1.6,0.9,FALSE
57-FRUN-009,,7/19/2022,TRUE,57,009,Fraxinus,unknown,FRUN,TRUE,7/8/1905,1/29/1970,Same as previous; has 2013 tag too (31996),TRUE,FALSE,11.2,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,2.6,4.5+,3.3,4.5,2.1,1.5,FALSE
57-FRUN-010,,7/19/2022,TRUE,57,010,Fraxinus,unknown,FRUN,TRUE,7/8/1905,1/30/1970,Same as previous,TRUE,FALSE,14.5,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,3.25,3.3,2.75,2.3,1.3,1.75,FALSE
57-FRUN-011,,7/19/2022,TRUE,57,011,Fraxinus,unknown,FRUN,TRUE,7/8/1905,2/1/1970,Same as previous ,TRUE,FALSE,13.5,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.5,3.75,2.75,2.25,3.5,1.4,FALSE
57-FRUN-012,,7/19/2022,TRUE,57,012,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/13/1979,Same as previous ,TRUE,FALSE,15,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.75,2.1,2.75,1.6,2,2.4,FALSE
57-FRUN-013,,7/19/2022,TRUE,57,013,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/15/1979,Same as previous ,TRUE,FALSE,12.7,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.1,1.6,2.2,2,2.1,1.2,FALSE
57-FRUN-014,,7/19/2022,TRUE,57,014,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/16/1979,"Same as previous, has 2013 tag but hard to read",TRUE,FALSE,13.5,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,2.75,0.8,2.5,2.75,2.25,4,FALSE
57-GLTR-015,,7/19/2022,TRUE,57,015,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,15,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.6,1.7,1.25,1.25,1.25,1.6,FALSE
57-GLTR-016,,7/19/2022,TRUE,57,016,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,17.6,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/19/2022,0.9,1.6,1.25,1,1.75,0.75,FALSE
57-GLTR-017,,7/19/2022,TRUE,57,017,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,18.5,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.8,2.5,1.25,1.3,2,1.4,FALSE
57-GLTR-018,,7/19/2022,TRUE,57,018,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,20,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.25,3.6,3,2.4,1.9,1.1,FALSE
57-GYDI-019,,7/19/2022,TRUE,57,019,Gymnocladus,dioicus,GYDI,FALSE,,,,FALSE,FALSE,13.9,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/19/2022,2.25,2.6,2,1.25,4.2,2.4,FALSE
57-GYDI-020,,7/19/2022,TRUE,57,020,Gymnocladus,dioicus,GYDI,FALSE,,,,FALSE,FALSE,11.2,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/19/2022,4.5,1.25,1.6,2.5,3.5,2,FALSE
57-FRUN-021,,7/19/2022,TRUE,57,021,Fraxinus,unknown,FRUN,TRUE,7/8/1905,1/31/1970,Same as others on segment,TRUE,FALSE,17,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.5,1.75,2.4,1.8,2.1,2.8,FALSE
57-FRUN-022,,7/19/2022,TRUE,57,022,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/12/1979,Try to avoid steping on grass on this part of segment (north and south),TRUE,FALSE,15.3,,,,,,SFR-D,SC,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,7/19/2022,2.6,1.4,3.1,2.5,2,2.4,FALSE
57-FRUN-023,,7/19/2022,TRUE,57,023,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/14/1979,Same as others on segment,TRUE,FALSE,13.7,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,2.8,1.8,3.6,2.9,3.25,4.5,FALSE
57-FRUN-024,,7/19/2022,TRUE,57,024,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/17/1979,Same as others on segment,TRUE,FALSE,14.4,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,2.25,1.8,2.9,2,2.25,2.6,FALSE
57-FRUN-025,,7/19/2022,TRUE,57,025,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/18/1979,Same as others on segment,TRUE,FALSE,13.4,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.1,2.25,1.6,3.25,4.5,3.8,FALSE
57-FRUN-026,,7/19/2022,TRUE,57,026,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/19/1979,Same as others on segment,TRUE,FALSE,13.1,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.75,1.25,1.25,3.3,3.5,1.4,FALSE
57-FRUN-027,,7/19/2022,TRUE,57,027,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/20/1979,Same as others on segment,TRUE,FALSE,15,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.75,1,2.1,1.75,2.75,2,FALSE
57-FRUN-028,,7/19/2022,TRUE,57,028,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/21/1979,Same as others on segment,TRUE,FALSE,14.1,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,1.75,1.4,2.9,2.1,2.25,1.8,FALSE
57-FRUN-029,,7/19/2022,TRUE,57,029,Fraxinus,unknown,FRUN,TRUE,7/8/1905,12/22/1979,Same as others on segment,TRUE,FALSE,17.6,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,4.5,2.5,1.75,2.25,2.25,3,FALSE
57-GLTR-030,,7/25/2022,TRUE,57,030,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,21.7,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/19/2022,4.5+,2.5,0.6,4.5+,3.25,2.9,FALSE
57-GLTR-031,,7/25/2022,TRUE,57,031,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,21.5,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,3.1,1.5,1,1.6,3.2,1.75,FALSE
57-ACPL-032,,7/25/2022,TRUE,57,032,Acer,platanoides,ACPL,FALSE,,,Green leaves,FALSE,FALSE,14.1,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,1.75,2.8,1.8,3.5,2.7,3.9,FALSE
57-ACPL-033,,7/25/2022,TRUE,57,033,Acer,platanoides,ACPL,FALSE,,,Green leaves,FALSE,FALSE,12.9,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,3.25,2.75,4.25,1.3,1.3,2.5,FALSE
57-GLTR-034,,7/25/2022,TRUE,57,034,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,25.5,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.75,3.2,1.75,1.9,2.25,3.25,FALSE
57-GLTR-035,,7/25/2022,TRUE,57,035,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,21.2,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,4.5,1.5,1.25,4.5,2.75,2.3,FALSE
57-ACPL-036,,7/25/2022,TRUE,57,036,Acer,platanoides,ACPL,FALSE,,,,FALSE,FALSE,17.6,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.75,4.5,1.5,1.9,2,2.1,FALSE
57-ACPL-037,,7/25/2022,TRUE,57,037,Acer,platanoides,ACPL,FALSE,,,,FALSE,FALSE,14.9,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2,2.2,2.4,3.1,3.25,3.1,FALSE
57-ACPL-038,,7/25/2022,TRUE,57,038,Acer,platanoides,ACPL,FALSE,,,,FALSE,FALSE,13.6,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,4,2.25,3.3,2.6,2,2.8,FALSE
57-ACPL-039,,7/25/2022,TRUE,57,039,Acer,platanoides,ACPL,FALSE,,,,FALSE,FALSE,15.2,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.5,2.6,1.5,2.6,2.75,3.1,FALSE
57-FRUN-040,,7/25/2022,TRUE,57,040,Fraxinus,unknown,FRUN,FALSE,,,Looks like a green ash? No tree tag despite being an ash,FALSE,FALSE,15.3,,,,,,V,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.4,2,4.5,2.4,0.9,2.2,FALSE
57-PLHY-041,,7/25/2022,TRUE,57,041,Platanus,hybrida,PLHY,FALSE,,,Leaf lobes more like london planetree,FALSE,FALSE,12.7,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,4,1.4,4.5,1.25,3.9,4.25,FALSE
57-GLTR-042,,7/25/2022,TRUE,57,042,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,20.8,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,4.5+,2,3.1,3.8,2.3,2.25,FALSE
57-ULUN-043,,7/25/2022,TRUE,57,043,Ulmus,unknown,ULUN,FALSE,,,May be a hybrid elm,TRUE,FALSE,9.3,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,3.75,4.4,3.75,3.5,4.5,3.5,FALSE
57-GLTR-044,,7/25/2022,TRUE,57,044,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,27.2,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.6,1.5,3.8,2,1.25,1.8,FALSE
57-PLHY-045,,7/25/2022,TRUE,57,045,Platanus,hybrida,PLHY,FALSE,,,,FALSE,FALSE,18.5,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.1,1.8,1.5,2.75,3.8,3,FALSE
57-ACPL-046,,7/25/2022,TRUE,57,046,Acer,platanoides,ACPL,FALSE,,,Green leaved,FALSE,FALSE,16.9,,,,,,V,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.2,1.5,2.1,2.5,4.5,4.5+,FALSE
57-FRUN-047,,7/25/2022,TRUE,57,047,Fraxinus,unknown,FRUN,FALSE,,,Same as previous ash on this side of street. No tag,FALSE,FALSE,14.7,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,4.5+,3.25,2.2,1.6,2.1,3.1,FALSE
57-GLTR-048,,7/25/2022,TRUE,57,048,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,21.6,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.75,4.5+,4.5,4.5,4.2,2.8,FALSE
57-GLTR-049,,7/25/2022,TRUE,57,049,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,15.2,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,1.5,0.75,2,3.2,2.25,3.25,FALSE
57-GLTR-050,,7/25/2022,TRUE,57,050,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,23.7,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.3,2.9,1.1,1.25,4.2,2.1,FALSE
57-ULAM-051,,7/25/2022,TRUE,57,051,Ulmus,americana,ULAM,FALSE,,,,FALSE,FALSE,34,No good place to measure dbh,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,0.8,1.6,2.25,2.2,2.7,2.5,FALSE
57-ACSA-052,,7/25/2022,TRUE,57,052,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,28,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,0.75,1.4,1.75,2.4,1.25,2.25,FALSE
57-ACSA-053,,7/25/2022,TRUE,57,053,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,24.3,"1'6""",,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,3.3,1.6,2.4,3,0.8,2,FALSE
57-GIBI-054,,7/25/2022,TRUE,57,054,Ginkgo,biloba,GIBI,FALSE,,,,FALSE,FALSE,7,,,,,,COMM,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8/17/2022,4.25,3,4.5+,2.25,2.25,4.5+,FALSE
57-GLTR-055,,7/25/2022,TRUE,57,055,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,21.5,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,4.25,3.2,1,2.25,1.4,1.5,FALSE
57-ACSA-056,,7/25/2022,TRUE,57,056,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,27.7,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/25/2022,1.4,1.1,1.9,1.75,2,0.5,FALSE
57-ACSA-057,,7/25/2022,TRUE,57,057,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,20,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7/25/2022,2.25,1.6,0.8,0.3,2,4.2,FALSE
57-ACSA-058,,7/25/2022,TRUE,57,058,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,26.2,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,8/17/2022,2.5,3.25,4.5+,4.5+,2.5,4.5+,FALSE
57-ACSA-059,,7/25/2022,TRUE,57,059,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,16,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,8/17/2022,4.5+,4.5+,4.25,4.5+,3.75,3.5,FALSE
57-ACSA-060,,7/25/2022,TRUE,57,060,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,23.2,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,8/17/2022,2,2.75,1.25,4.5+,4.5+,4.5+,FALSE
57-ACSA-061,,7/25/2022,TRUE,57,061,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,24.2,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8/17/2022,1.25,4.5+,3.5,3.25,3.5,3.75,FALSE
57-ACSA-062,,7/25/2022,TRUE,57,062,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,35.5,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,8/17/2022,4,4,4.5+,4.25,3.25,1,FALSE
57-ACSA-063,,7/25/2022,TRUE,57,063,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,22.8,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,8/17/2022,3,2.5,4.5+,3.25,3,2.5,FALSE
57-ACSA-064,,7/25/2022,TRUE,57,064,Acer,saccharinum,ACSA,FALSE,,,,FALSE,FALSE,24.2,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,8/17/2022,3,4.5+,3.5,4.5+,3,4.5+,FALSE
324-SYRE-001,,7/6/2022,TRUE,324,001,Syringa,reticulata,SYRE,TRUE,,2/5/1904,Showy white bushels of flowers,FALSE,FALSE,9.8,3-7,,,,,COMM,OM,Penetrable soils - mixed,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/6/2022,1,0.2,0.5,1,1.25,1,FALSE
324-QUBI-002,,7/6/2022,TRUE,324,002,Quercus,bicolor,QUBI,TRUE,,2/6/1904,,FALSE,FALSE,2.9,,,,,,MIX,SC,Mixed - Penetrable & Impervious,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7/6/2022,2.2,3.2,1.25,2.5,2.25,2.2,FALSE
324-CASP-003,,7/6/2022,TRUE,324,003,Catalpa,speciosa,CASP,TRUE,,2/7/1904,,FALSE,FALSE,3.2,,,,,,MIX,SC,Mixed - Penetrable & Impervious,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7/6/2022,1.75,3.25,1.6,4.25,2.3,2.75,FALSE
324-NYSI-004,,7/6/2022,TRUE,324,004,Nyssa,silvatica,NYSI,TRUE,,2/20/1900,,FALSE,FALSE,1.7,,,,,,MFR,OM,Penetrable soils - mixed,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,7/6/2022,0.25,0.1,0.25,0.6,0.25,0.25,FALSE
324-ULSP-005,,7/6/2022,TRUE,324,005,Ulmus,spp.,ULSP,FALSE,,,,FALSE,FALSE,11.2,,,,,,MFR,SC,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/6/2022,4.25,2.25,1.25,1.7,1.7,2.75,FALSE
324-GYDI-006,,7/6/2022,TRUE,324,006,Gymnocladus,dioicus,GYDI,TRUE,,10/25/1914,,FALSE,FALSE,3,,,,,,MFR,OM,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/6/2022,1.25,1.75,0.75,0.25,0.25,0.75,FALSE
324-GLTR-007,,7/6/2022,TRUE,324,007,Gleditsia,triacanthos,GLTR,FALSE,,,,FALSE,FALSE,35.5,,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/6/2022,3,3,2.75,3.25,2.4,1,FALSE
324-QUBI-008,,7/6/2022,TRUE,324,008,Quercus,bicolor,QUBI,TRUE,,6/27/1914,,FALSE,FALSE,3.1,4-1,,,,,MFR,SP,Penetrable soils - bare,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/6/2022,3.75,4.5,2.25,1.75,2.75,2,FALSE
324-ACPL-009,,7/6/2022,TRUE,324,009,Acer,platanoides,ACPL,FALSE,,,,FALSE,FALSE,11.2,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/6/2022,2.6,2.7,1,1.75,2.25,1.5,FALSE
324-ACXF-010,,7/6/2022,TRUE,324,010,Acer,x freemanii,ACXF,FALSE,,,,FALSE,FALSE,9.3,,,,,,MFR,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/6/2022,2.5,1.6,1.4,3.6,2.25,2.6,FALSE
324-PRCE-011,,7/6/2022,TRUE,324,011,Prunus,cerasifera,PRCE,FALSE,,,,FALSE,TRUE,1.8,3-10,1.5,,,,SFR-D,SP,Penetrable soils - mixed,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/6/2022,1.25,1.25,2.75,1.9,2.4,2.4,FALSE
324-PYCA-012,,7/6/2022,TRUE,324,012,Pyrus,calleryana,PYCA,FALSE,,,,FALSE,FALSE,14,3-2,,,,,SFR-D,SP,Mixed - Penetrable & Impervious,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/6/2022,1.25,1,0.75,1.25,0.75,1.25,FALSE
