"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.120470108790209,0.0877622757529634,1.3726867011666,0.199848465804514
"PercResTree",0.0896956353667125,0.0591307965317939,1.51690220033624,0.160247916318716
"Avg_Rmov",-0.17062914777117,0.126582421322782,-1.34796874627694,0.207409369194738
