"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",5.2982443332702,0.236145941114477,22.4363133588722,1.74092721680052e-111
"SVI",-0.424343139128188,0.146504508699217,-2.89645105734862,0.00377409507069591
"Change_PWnHL",-1.29997217557327,0.711743092151122,-1.82646265191605,0.0677806020549253
"Avg_Rmov",-1.38555522496405,0.370376581550559,-3.74093637120228,0.000183335935212215
