"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.89610597881645,0.119618629804579,-15.8512598072233,1.37790616766605e-56
"AllConst_since11",-0.00715238835944401,0.00120563054020236,-5.93248770742282,2.98378735485031e-09
"AvgBA",-7.64410678347109,0.407334181580592,-18.7661805199098,1.42789916093687e-78
"PercResTree",1.70098482424783,0.082081088147253,20.7232245897651,2.13871162662192e-95
"Change_PWnHL",2.41199539574502,0.319093571516426,7.55889685988506,4.06502064153999e-14
"Avg_Rmov",-0.437947387787393,0.186713313281061,-2.34556058211096,0.0189984908111171
