"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",4.53305710562195,0.0515181430815168,87.9895282415231,0
"PercComm_z",-0.773218401418994,0.257286644591767,-3.00527997730254,0.00265336486611098
"Change_PWnHL",-3.07893410126791,0.633187006731272,-4.8625983612052,1.15854775182543e-06
"Change_Rmov",1.30588769504066,0.547144647865313,2.38673210116481,0.0169988733946636
