"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",1.8339205236652,0.0199581913707255,91.8881119836934,0
"Change_PWnHL",-7.43031254782978,0.498027497770935,-14.9194825207168,2.46175096631702e-50
"Change_MedHHI",4.80299037144198e-05,2.94407082125569e-06,16.3141128833084,7.83359446510805e-60
"Change_PRent",2.71888656999577,0.328039606563121,8.28828749821283,1.14890602369446e-16
"NumConst_since15",-0.411852798258969,0.036478106617262,-11.2904105078763,1.46351535845299e-29
"Change_Rmov",-0.955515396368279,0.273343819741353,-3.4956539250546,0.000472901608780473
