"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.221764572445976,0.0602211194448063,3.68250498314344,0.00361001882889432
"Avg_Rmov",-0.227244478097012,0.127907918305132,-1.77662556867595,0.103258866402329
