"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",17.8145680268323,5.74669745028152,3.09996622946622,0.00193542708243317
"PercComm_z",0.583390450993335,0.351969538461609,1.65750267350755,0.0974178888081526
"AftTemp",-0.416443223820382,0.171973434487974,-2.42155554467049,0.0154542390657555
"NumBuild",0.00304056552800748,0.000503179745703996,6.04270254112364,1.5155391319206e-09
