"","mean.Estimate","mean.Std..Error","mean.z.value","mean.Pr...z..","precision.Estimate","precision.Std..Error","precision.z.value","precision.Pr...z.."
"(Intercept)",-2.10900896582215,0.0671191492764007,-31.4218667631964,1.01736807184875e-216,21.0748967852908,0.973372157901514,21.6514275801005,5.89265629738392e-104
"AllConst_since11",-0.0266821148259732,0.00305856591317221,-8.72373379663401,2.69175483073113e-18,21.0748967852908,0.973372157901514,21.6514275801005,5.89265629738392e-104
"Change_MedHHI",2.82455855194663e-05,3.19861325730277e-06,8.83057226595892,1.04141516774756e-18,21.0748967852908,0.973372157901514,21.6514275801005,5.89265629738392e-104
"Change_Rmov",-1.74494257615083,0.627987947224926,-2.77862430937046,0.00545896213495707,21.0748967852908,0.973372157901514,21.6514275801005,5.89265629738392e-104
"Change_PWnHL",3.06294856965083,0.583937026218281,5.24534056264121,1.55993908649497e-07,21.0748967852908,0.973372157901514,21.6514275801005,5.89265629738392e-104
"Change_PRent",1.86197226031395,0.677510492680882,2.74825597600149,0.0059913214208747,21.0748967852908,0.973372157901514,21.6514275801005,5.89265629738392e-104
