"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",33.5477725423827,0.0763722791870165,439.266352916254,9.19852184777868e-23
"PercCOMM_MxTree",1.15288404257152,0.453563465577366,2.54183621492518,0.0292708529878787
"Change_PWnHL",-4.31724802110674,1.36537241563547,-3.16195638030186,0.0101250861118604
