"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-101.354685772014,2.74979988685466,-36.8589315377228,2.10377118779106e-297
"AftTemp",2.98698031879273,0.08207480685722,36.3933883388721,5.41616234571001e-290
"PercCOMM_MxTree",-3.32459957218486,0.186078570855311,-17.8666439499364,2.14517948012076e-71
"NumBuild",-0.00127603924893329,0.000420467280317625,-3.03481224025173,0.00240685473947199
