"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.161103996474415,0.0213217435846548,7.5558546999112,6.57188259746658e-05
"PercCOMM_MxTree",-0.170976018085203,0.0944169855613346,-1.81086080082629,0.107748645646956
"Change_PWnHL",0.382658835333843,0.325468386892279,1.17571736839834,0.273508755187812
"Change_MedHHI",-2.74459341162431e-06,1.49178911982209e-06,-1.83979985854276,0.103077010488352
"Change_Rmov",0.452632576465438,0.256456778912626,1.76494682021897,0.115572681673979
