"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.117082246248325,0.0264198581779048,4.43160010397945,0.00219232959659623
"PercCOMM_MxTree",-0.382576449965311,0.131982386931977,-2.89869321853141,0.0199316037351234
"NumConst_since11",-0.00894699699819363,0.00338998954250557,-2.6392402944054,0.0297483886748803
"Change_PWnHL",1.67065888984492,0.657090603667585,2.54250917684723,0.0345754594951834
"Change_MedHHI",-3.97734360780071e-06,1.81919889236976e-06,-2.18631597923835,0.0602661417935976
"Change_Rmov",0.603790561460537,0.28883587878271,2.09042783744593,0.0699715065590584
