"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",28.700765247496,0.0709968391151041,404.254127440303,1.76556139589641e-20
"PercCOMM_MxTree",1.20472430907952,0.169638428528137,7.10171816334467,5.65628285221168e-05
"NumConst_since11",0.0201209668667942,0.00527431932078746,3.81489357071959,0.00412206515723565
"Change_PRent",1.8939343333331,0.640791017543979,2.9556193540168,0.0160734972793319
